VIN,Make,Year,Model,AutoID,OwnerID,DriveTrain,EngineType,Transmission,ExteriorColor,InteriorColor
K6JUTP61EA8MTEI3K,Contoso Motors,2014,Truck,1986,209,FWD,8 Cylinder,Automatic,Silver,Black
V7R05AQ3TFEFE5NI2,Contoso Motors,2004,Coupe,1987,585,FWD,Hybrid,Automatic,Midnight Black,Silverstone
4GVNID6GR0JPWZ7BQ,Contoso Motors,2014,Hybrid,1988,988,FWD,Hybrid,Semi-automatic,Thunder Gray,Gray
QMA85LH8AOBZ0T4IJ,Contoso Motors,2011,SUV,1989,249,AWD,6 Cylinder,Automatic,Silver,Black
MCW2JMAJT2A0SREG8,Contoso Motors,2011,Commercial,1990,422,AWD,8 Cylinder,Automatic,Silver,Black
DXNK27ZGT4UYXVPY4,Contoso Motors,2014,Convertible 2DR,1991,991,AWD,4 Cylinder,Automatic,Chili Red,Black
1IH8RAIVEX4L2DE0W,Contoso Motors,2007,Crossover,1992,253,AWD,Electric,Automatic,Silver,Black
YW1COWICS4YHRIZRN,Contoso Motors,2016,SUV,1993,254,AWD,Hybrid,Automatic,Silver,Black
O4PIQFIU1ULCNH3RE,Contoso Motors,2010,Minivan,1994,994,FWD,6 Cylinder,Automatic,Deep Blue,Brown
7X5AAFGEPWLZ10PQ6,Contoso Motors,2005,SUV,1995,269,AWD,6 Cylinder,Automatic,Silver,Black
41E52LGERXMYRPRCX,Contoso Motors,2016,Minivan,1996,996,FWD,6 Cylinder,Automatic,White Silver,Smoke White
6MS0AKFNMOLRZB881,Contoso Motors,2011,SUV,1997,272,FWD,6 Cylinder,Automatic,Silver,Black
B5FCS6XKFGUEW5FKB,Contoso Motors,2009,Minivan,1998,998,FWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg
WOKP6O9O78AWNBMZU,Contoso Motors,2004,Minivan,1999,999,FWD,6 Cylinder,Automatic,Electric Blue,Red
BO0GQC6Y9U6OJZD3I,Contoso Motors,2005,Minivan,2000,1000,FWD,6 Cylinder,Automatic,Thunder Gray,Gray
3JS4JR5LUQZ6ZV9A2,Contoso Motors,2007,Minivan,2001,1,FWD,6 Cylinder,Automatic,Pepper White,Dark Gray
U99KDNOMCUJEMGEVB,Contoso Motors,2016,Minivan,2002,2,FWD,6 Cylinder,Automatic,Volcanic Orange,White
Y6IIVPLN3H58KBA99,Contoso Motors,2011,Sedan,2003,661,FWD,Hybrid,Automatic,Pepper White,Dark Gray
ZBG9JSH4WNAB7JBVZ,Contoso Motors,2013,Hatchback,2004,335,FWD,Hybrid,Automatic,Chili Red,Black
J7790Y3A2T2FT2CAB,Contoso Motors,2005,Sedan,2005,662,FWD,Hybrid,Automatic,Volcanic Orange,White
MIJEIYGK7NCWZM95Y,Contoso Motors,2005,Sedan,2006,685,FWD,Hybrid,Automatic,Pepper White,Dark Gray
YOYV41FKMHHRYOK0H,Contoso Motors,2004,SUV,2007,273,FWD,8 Cylinder,Automatic,Silver,Black
4JTNBZGC0M2XKVXTY,Contoso Motors,2011,Truck,2008,281,FWD,8 Cylinder,Automatic,Silver,Black
NF3JYJ4DOS5SN28SN,Contoso Motors,2004,Truck,2009,305,FWD,8 Cylinder,Automatic,Silver,Black
AC7DTSQ3QV5B5GCW2,Contoso Motors,2016,Hatchback,2010,339,FWD,Hybrid,Automatic,Midnight Black,Black
4LP8Z49AGG6AP1IWS,Contoso Motors,2004,Hatchback,2011,420,AWD,Hybrid,Automatic,Deep Blue,Black
61JSA8I616OAFUVXE,Contoso Motors,2013,Minivan,2012,12,FWD,6 Cylinder,Automatic,Thunder Gray,Gray
ROGSIK4HFC6I1X8NA,Contoso Motors,2014,Minivan,2013,13,FWD,6 Cylinder,Automatic,Pepper White,Dark Gray
FQ86HMLT1NYHTB5Z3,Contoso Motors,2007,Crossover,2014,275,FWD,12 Cylinder,Automatic,Silver,Black
6IKQPF5LQTF9LRYG0,Contoso Motors,2011,Hatchback,2015,468,FWD,Hybrid,Automatic,Deep Blue,Black
NW8XPQ2KV5IK9F13E,Contoso Motors,2005,Truck,2016,306,FWD,8 Cylinder,Automatic,Silver,Black
M7B0IP5MX7AU6IIWJ,Contoso Motors,2011,Crossover,2017,277,FWD,Hybrid,Automatic,Silver,Black
K02VYHU7BI7ASD35G,Contoso Motors,2007,Sedan,2018,686,FWD,Hybrid,Automatic,Volcanic Orange,White
0ZGVI20GIS84M1B4D,Contoso Motors,2015,Wagon,2019,474,FWD,Hybrid,Automatic,Volcanic Orange,Black
3HPC0JW7121DJH8EA,Contoso Motors,2011,Minivan,2020,20,FWD,6 Cylinder,Automatic,White Silver,Smoke White
510XHWE6BLIS093EF,Contoso Motors,2014,SUV,2021,287,AWD,6 Cylinder,Automatic,Silver,Black
12TXJHH0ZCUTH7XN4,Contoso Motors,2009,SUV,2022,294,FWD,Hybrid,Automatic,Silver,Black
14CU4537BFS4GD6YE,Contoso Motors,2011,Commercial,2023,470,AWD,8 Cylinder,Automatic,Silver,Black
VLMXDEJFQT20T0W49,Contoso Motors,2016,Convertible 2DR,2024,24,AWD,6 Cylinder,Automatic,Thunder Gray,Gray
CJ2CTWXO7IOXPFHBX,Contoso Motors,2007,Coupe,2025,681,FWD,Hybrid,Automatic,Racing Green,Beige
H2LS21TGVR617YQ6C,Contoso Motors,2014,Hybrid,2026,26,FWD,Hybrid,Semi-automatic,Volcanic Orange,White
CUMPZ506JY1C0W677,Contoso Motors,2005,Truck,2027,328,AWD,8 Cylinder,Automatic,Silver,Black
J1YMQ73245YDTJAKU,Contoso Motors,2016,Hatchback,2028,479,FWD,Hybrid,Automatic,Midnight Black,Black
GBL0FGCMLK5M0OJVR,Contoso Motors,2013,Sedan,2029,687,FWD,Hybrid,Automatic,Chili Red,Black
JOMG2C9BQAKOXVG24,Contoso Motors,2006,Sedan,2030,707,AWD,Hybrid,Automatic,Electric Blue,Red
IC9CF11B6Z5VOUG3G,Contoso Motors,2005,Sedan,2031,710,AWD,Hybrid,Automatic,Volcanic Orange,White
KQC7LMS73TETDTG58,Contoso Motors,2007,Hatchback,2032,483,FWD,Hybrid,Automatic,Electric Blue,Black
TR3MWDPJJF2DD1LS9,Contoso Motors,2011,Truck,2033,336,FWD,8 Cylinder,Automatic,Silver,Black
4MGJT91I1X0KYCFAD,Contoso Motors,2011,Truck,2034,480,FWD,8 Cylinder,Automatic,Silver,Black
RIXA83JDGJ63UO86D,Contoso Motors,2013,Coupe,2035,739,FWD,Hybrid,Automatic,Silver,Silverstone
F2BMC7VU638NLKCLL,Contoso Motors,2014,Hybrid,2036,36,FWD,Hybrid,Semi-automatic,Thunder Gray,Gray
C9FG2PIFTHCDAYMY7,Contoso Motors,2007,SUV,2037,297,FWD,4 Cylinder,Automatic,Silver,Black
EI4QXI2AXVQQING4I,Contoso Motors,2012,Commercial,2038,7,AWD,8 Cylinder,Automatic,Silver,Black
LPOTAMVB93MZ95377,Contoso Motors,2007,Convertible 2DR,2039,39,AWD,6 Cylinder,Automatic,Chili Red,Black
HDV0ZKR4LFHOK4HJK,Contoso Motors,2005,Crossover,2040,301,FWD,4 Cylinder,Automatic,Silver,Black
A4YDTUJHRHRILJ0IA,Contoso Motors,2007,SUV,2041,302,AWD,4 Cylinder,Automatic,Silver,Black
AY73A1ZW9UJRYSXIR,Contoso Motors,2009,Minivan,2042,42,FWD,6 Cylinder,Automatic,Deep Blue,Brown
6048WERXQ0LC1GOLU,Contoso Motors,2004,SUV,2043,317,AWD,10 Cylinder,Automatic,Silver,Black
3NICGPISGH608LW93,Contoso Motors,2005,Minivan,2044,44,FWD,6 Cylinder,Automatic,White Silver,Smoke White
RNQCK6SGTVG9HWP3R,Contoso Motors,2016,SUV,2045,320,AWD,4 Cylinder,Automatic,Silver,Black
T45F1QE4C2SUHDCVJ,Contoso Motors,2016,Minivan,2046,46,FWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg
5CQKGWKI1651A0KV7,Contoso Motors,2011,Minivan,2047,47,FWD,6 Cylinder,Automatic,Electric Blue,Red
W9PTGPK6SVA7K3ZE5,Contoso Motors,2004,Minivan,2048,48,FWD,6 Cylinder,Automatic,Thunder Gray,Gray
2G7EYW7BNN13BRKHD,Contoso Motors,2005,Minivan,2049,49,FWD,6 Cylinder,Automatic,Pepper White,Dark Gray
BGOW4YM5N76HAM013,Contoso Motors,2007,Minivan,2050,50,FWD,6 Cylinder,Automatic,Volcanic Orange,White
59GPR9CDL4WMQ8DTA,Contoso Motors,2015,Sedan,2051,734,FWD,Hybrid,Automatic,Volcanic Orange,White
JAXX9XILRPUOV6RC2,Contoso Motors,2006,Hatchback,2052,531,AWD,Hybrid,Automatic,Electric Blue,Black
FYU34LOP2UG73CU2G,Contoso Motors,2016,Sedan,2053,735,FWD,Hybrid,Automatic,Chili Red,Black
YS4FNU31PU90JAGVB,Contoso Motors,2013,Sedan,2054,758,FWD,Hybrid,Automatic,Blue,Old Lace
W3V0HAOQ8T6A14L0S,Contoso Motors,2011,SUV,2055,321,AWD,6 Cylinder,Automatic,Silver,Black
T6EX309MJUZTLEWEG,Contoso Motors,2016,Truck,2056,528,AWD,8 Cylinder,Automatic,Silver,Black
E9RWPNIBQL3FRLSMX,Contoso Motors,2014,Truck,2057,539,FWD,8 Cylinder,Automatic,Silver,Black
LSVZWJ6MCG6GSDP1I,Contoso Motors,2015,Wagon,2058,540,FWD,Hybrid,Automatic,White Silver,Black
SQSP37SUBMYRE39P0,Contoso Motors,2007,Hatchback,2059,571,FWD,Hybrid,Automatic,Silver,Black
OUYDEQ9FWTUURW9VQ,Contoso Motors,2004,Minivan,2060,60,FWD,6 Cylinder,Automatic,Thunder Gray,Gray
4326MAYJS1CHPK68H,Contoso Motors,2005,Minivan,2061,61,FWD,6 Cylinder,Automatic,Pepper White,Dark Gray
ZEW3DH9QCUOYLFEFD,Contoso Motors,2006,Crossover,2062,323,AWD,Hybrid,Automatic,Silver,Black
14BZZQO5WQN3AWNQU,Contoso Motors,2016,Wagon,2063,588,FWD,Hybrid,Automatic,Blazing Gray,Black
ZJEKTYM8PGDF8YBKT,Contoso Motors,2016,Truck,2064,594,FWD,8 Cylinder,Automatic,Silver,Black
3AXTOTXDH60ZY077P,Contoso Motors,2004,Crossover,2065,325,AWD,8 Cylinder,Automatic,Silver,Black
HDME4T9M5YGJLROO2,Contoso Motors,2014,Sedan,2066,781,AWD,Hybrid,Automatic,Chili Red,Black
9616FPPXT9BOD8M1O,Contoso Motors,2016,Hatchback,2067,660,FWD,Hybrid,Automatic,Thunder Gray,Black
YWE53U7FGHYRYOCZ9,Contoso Motors,2016,Minivan,2068,68,FWD,6 Cylinder,Automatic,White Silver,Smoke White
3LMR47TXFR0Y2T634,Contoso Motors,2007,SUV,2069,335,FWD,12 Cylinder,Automatic,Silver,Black
M02QTFJCCGXJSSOJT,Contoso Motors,2016,SUV,2070,342,RWD,Electric,Automatic,Silver,Black
8QZT8BMSONWOHU64W,Contoso Motors,2012,Commercial,2071,151,AWD,8 Cylinder,Automatic,Silver,Black
8LZLKAELFQG202JDO,Contoso Motors,2007,Convertible 2DR,2072,72,FWD,4 Cylinder,Automatic,Volcanic Orange,White
JBSEXVRSSR09P5ZG4,Contoso Motors,2016,Coupe,2073,787,FWD,Hybrid,Automatic,Racing Green,Beige
TOINZQVRGOUBMB0RS,Contoso Motors,2014,Hybrid,2074,74,FWD,Hybrid,Semi-automatic,Blue,Old Lace
AM295TTTOAF6XD750,Contoso Motors,2011,Truck,2075,683,FWD,8 Cylinder,Automatic,Silver,Black
6DHFHCBOVOFHD8SM5,Contoso Motors,2004,Wagon,2076,684,FWD,Hybrid,Automatic,Thunder Gray,Black
HIBGR9SXA5HEZMDF9,Contoso Motors,2007,Sedan,2077,818,AWD,Hybrid,Automatic,Blue,Old Lace
P9BW4VLYSN5ZGF08A,Contoso Motors,2011,Sedan,2078,853,AWD,Hybrid,Automatic,Silver,Ivory
X3ZNAQAGH1RBZDVK7,Contoso Motors,2009,Sedan,2079,854,AWD,Hybrid,Automatic,Deep Blue,Brown
UV96M83QQL7VED4YB,Contoso Motors,2013,Wagon,2080,714,FWD,Hybrid,Automatic,Deep Blue,Black
D5NP0JQW13P5IALBN,Contoso Motors,2016,Truck,2081,712,AWD,8 Cylinder,Automatic,Silver,Black
0VGM5AIRUFTSALI9A,Contoso Motors,2011,Truck,2082,713,AWD,8 Cylinder,Automatic,Silver,Black
A6K50K0IZ2N6E37GK,Contoso Motors,2014,Coupe,2083,979,FWD,Hybrid,Automatic,Pepper White,Dark Gray
9KZYYXWSAYPDDUTXQ,Contoso Motors,2014,Hybrid,2084,84,FWD,Hybrid,Semi-automatic,Volcanic Orange,White
0CAVOBG7A1NMKANNM,Contoso Motors,2005,SUV,2085,345,FWD,Electric,Automatic,Silver,Black
XRPKCQXJWMI5T5KKV,Contoso Motors,2012,Commercial,2086,166,AWD,8 Cylinder,Automatic,Silver,Black
1TB2EMNCF4Q38PIXB,Contoso Motors,2004,Convertible 2DR,2087,87,FWD,12 Cylinder,Automatic,Silver,Ivory
GZR2FS3NTEHLXE067,Contoso Motors,2014,Crossover,2088,349,FWD,Hybrid,Automatic,Silver,Black
PSIZ5CMZ8S562L6NT,Contoso Motors,2015,SUV,2089,350,FWD,Hybrid,Automatic,Silver,Black
HG2636UNJE175WMZN,Contoso Motors,2016,Minivan,2090,90,FWD,6 Cylinder,Automatic,White Silver,Smoke White
OUOM2BSVTDVC3YQT0,Contoso Motors,2011,SUV,2091,365,FWD,6 Cylinder,Automatic,Silver,Black
FB2I1HSQSLVKXD05B,Contoso Motors,2004,Minivan,2092,92,FWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg
EVHYTP9ZXJHI8I4DL,Contoso Motors,2007,SUV,2093,368,FWD,6 Cylinder,Automatic,Silver,Black
DJYEEHVIR7LW60N3I,Contoso Motors,2007,Minivan,2094,94,FWD,6 Cylinder,Automatic,Thunder Gray,Gray
IJSFCM8M68EVE3CZY,Contoso Motors,2013,Minivan,2095,95,FWD,6 Cylinder,Automatic,Pepper White,Dark Gray
XDN1QCBT3H1IW3P6B,Contoso Motors,2011,Minivan,2096,96,FWD,6 Cylinder,Automatic,Volcanic Orange,White
0JL0RIVFKS97P8TXH,Contoso Motors,2014,Minivan,2097,97,FWD,6 Cylinder,Automatic,Chili Red,Black
R8OWGDBIZSR615IVM,Contoso Motors,2015,Minivan,2098,98,FWD,6 Cylinder,Automatic,Blue,Old Lace
SQ29C4WAYE7NG0NZR,Contoso Motors,2005,Sedan,2099,878,FWD,Hybrid,Automatic,Deep Blue,Brown
FT40OPA6RU40OS0SO,Contoso Motors,2014,Hatchback,2100,715,FWD,Hybrid,Automatic,Midnight Black,Black
YM2HZ6DNUMALMEW73,Contoso Motors,2007,Sedan,2101,901,FWD,Hybrid,Automatic,Silver,Ivory
TPB12DJ11P523SHDN,Contoso Motors,2015,Sedan,2102,914,FWD,Hybrid,Automatic,Deep Blue,Brown
A6FL49UICGI1WB4YI,Contoso Motors,2004,SUV,2103,369,FWD,6 Cylinder,Automatic,Silver,Black
RRNM129XIPM5IXFG4,Contoso Motors,2013,Truck,2104,731,FWD,8 Cylinder,Automatic,Silver,Black
5UNFFVE2WRHLEGZZW,Contoso Motors,2014,Truck,2105,737,FWD,8 Cylinder,Automatic,Silver,Black
8XWRS39URQRAIZC8T,Contoso Motors,2013,Wagon,2106,736,FWD,Hybrid,Automatic,Blue,Black
MNMEII8AFW5T0ZV1S,Contoso Motors,2004,Hatchback,2107,767,FWD,Hybrid,Automatic,Pepper White,Dark Gray
7UR6JL87ER4CUZ60G,Contoso Motors,2011,Minivan,2108,108,FWD,6 Cylinder,Automatic,Volcanic Orange,White
CIVJXO28MABBCE6DQ,Contoso Motors,2004,Minivan,2109,109,FWD,6 Cylinder,Automatic,Chili Red,Black
1LY9QW7EQBB45DARA,Contoso Motors,2012,Crossover,2110,371,FWD,4 Cylinder,Automatic,Silver,Black
C1L2DIPNXT6NMTY0Y,Contoso Motors,2004,Wagon,2111,784,AWD,Hybrid,Automatic,Deep Blue,Brown
5OGW6GDSQ65F4HDU3,Contoso Motors,2015,Truck,2112,738,FWD,8 Cylinder,Automatic,Silver,Black
MAI0ABHVSQAEZFYCL,Contoso Motors,2011,Crossover,2113,373,FWD,Electric,Automatic,Silver,Black
FXGIRD6YD8XQ39KH0,Contoso Motors,2011,Sedan,2114,947,FWD,Hybrid,Automatic,Silver,Ivory
BTX7EUM3JK0B0MAFS,Contoso Motors,2016,Wagon,2115,858,FWD,Hybrid,Automatic,Blazing Gray,Nutmeg
UFAHGVZVBLF8CKPHU,Contoso Motors,2007,Minivan,2116,116,FWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg
Z5Y638ZJHBO7U8HC9,Contoso Motors,2004,SUV,2117,383,FWD,Hybrid,Automatic,Silver,Black
DVBJQCASJTOIGDXRP,Contoso Motors,2007,SUV,2118,390,AWD,Electric,Automatic,Silver,Black
PTZYTOTXBWVWBAJVG,Contoso Motors,2012,Commercial,2119,199,AWD,8 Cylinder,Automatic,Silver,Black
UE3A8TPQR8Z9JF5K9,Contoso Motors,2016,Convertible 2DR,2120,120,AWD,6 Cylinder,Automatic,Volcanic Orange,White
U2DT2ETCNKEH88IGU,Contoso Motors,2007,Coupe,2121,27,FWD,Hybrid,Automatic,Pepper White,Dark Gray
PQA4WN88NS1W4ZD8W,Contoso Motors,2014,Hybrid,2122,122,FWD,Hybrid,Semi-automatic,Blue,Old Lace
1I8GUC8MMI436YJQ7,Contoso Motors,2013,Truck,2123,827,FWD,8 Cylinder,Automatic,Silver,Black
3OQE2DL51SU3H6SOA,Contoso Motors,2011,Hatchback,2124,859,FWD,Hybrid,Automatic,Electric Blue,Red
A6VKEWT7Y751GW02O,Contoso Motors,2004,Sedan,2125,973,FWD,Hybrid,Automatic,Midnight Black,Silverstone
HVGQNQYHELQ72M51U,Contoso Motors,2005,Sedan,2126,974,FWD,Hybrid,Automatic,White Silver,Smoke White
P1H6Z2D0ETZHF7PIA,Contoso Motors,2012,Sedan,2127,975,FWD,Hybrid,Automatic,Racing Green,Beige
JJUETE6DBV04TR3AM,Contoso Motors,2013,Hatchback,2128,907,FWD,Hybrid,Automatic,Electric Blue,Red
PJ0YJOPQ9TY79K3FH,Contoso Motors,2005,Truck,2129,856,AWD,8 Cylinder,Automatic,Silver,Black
MZYUIRAKGOTGXTBLV,Contoso Motors,2007,Truck,2130,857,AWD,8 Cylinder,Automatic,Silver,Black
LXSDE7OWIOVOI0FUC,Contoso Motors,2004,Coupe,2131,113,FWD,Hybrid,Automatic,Silver,Black
DWI6BBYF5LA50S0XZ,Contoso Motors,2014,Hybrid,2132,132,FWD,Hybrid,Semi-automatic,Volcanic Orange,White
JQC2RGN47QHCL4IYC,Contoso Motors,2014,SUV,2133,393,AWD,8 Cylinder,Automatic,Silver,Black
EFK5VY250TGRATBE3,Contoso Motors,2012,Commercial,2134,214,AWD,8 Cylinder,Automatic,Silver,Black
TOLLB7LBXYK0RE01L,Contoso Motors,2011,Convertible 2DR,2135,135,FWD,Hybrid,Automatic,Silver,Ivory
FVVHAPRJJ3J0NBCCV,Contoso Motors,2014,Crossover,2136,397,AWD,Hybrid,Automatic,Silver,Black
3G9XM8XE0NWMK9MAY,Contoso Motors,2015,SUV,2137,398,AWD,6 Cylinder,Automatic,Silver,Black
6BHLR4KJDMVLBJD7N,Contoso Motors,2007,Minivan,2138,138,FWD,6 Cylinder,Automatic,White Silver,Smoke White
ZHZOLAO29N67J3752,Contoso Motors,2004,SUV,2139,413,FWD,Hybrid,Automatic,Silver,Black
QJJ8UCACA2NWEJJU5,Contoso Motors,2011,Minivan,2140,140,FWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg
TNDL0V535P6192TS7,Contoso Motors,2016,SUV,2141,416,FWD,4 Cylinder,Automatic,Silver,Black
WH4ITIMI67TF7PCK6,Contoso Motors,2015,Minivan,2142,142,FWD,6 Cylinder,Automatic,Thunder Gray,Gray
FZYPVQJYC1EED18NP,Contoso Motors,2016,Minivan,2143,143,FWD,6 Cylinder,Automatic,Pepper White,Dark Gray
JNJL52L9UU8UMJX02,Contoso Motors,2013,Minivan,2144,144,FWD,6 Cylinder,Automatic,Volcanic Orange,White
IFU2K5V6QVLOZ19SD,Contoso Motors,2014,Minivan,2145,145,FWD,6 Cylinder,Automatic,Chili Red,Black
V1H6N115RIWQ4YN0N,Contoso Motors,2015,Minivan,2146,146,FWD,6 Cylinder,Automatic,Blue,Old Lace
W4ZJ108TP918JPKAT,Contoso Motors,2015,Sedan,2147,998,AWD,Hybrid,Automatic,White Silver,Smoke White
9I0PJHCOKD0GQCSBQ,Contoso Motors,2013,Hatchback,2148,915,FWD,Hybrid,Automatic,Midnight Black,Silverstone
Y0UTJW6K47XDTCMU1,Contoso Motors,2011,Sedan,2149,21,FWD,Hybrid,Automatic,Midnight Black,Silverstone
O4LOL0OOCLTBOI3NJ,Contoso Motors,2005,Sedan,2150,58,FWD,Hybrid,Automatic,Blazing Gray,Nutmeg
3RF78NSSI01GTTBBT,Contoso Motors,2011,SUV,2151,417,FWD,4 Cylinder,Automatic,Silver,Black
Y87WBSKE13RBKGABE,Contoso Motors,2004,Truck,2152,904,FWD,8 Cylinder,Automatic,Silver,Black
WX401NYKM13Y49F2Z,Contoso Motors,2011,Truck,2153,977,AWD,8 Cylinder,Automatic,Silver,Black
SNWXKXTD3LIII3N96,Contoso Motors,2016,Wagon,2154,976,FWD,Hybrid,Automatic,Blazing Gray,Nutmeg
5VPBNXWIHJH5FJ4Z1,Contoso Motors,2016,Hatchback,2155,7,FWD,Hybrid,Automatic,Silver,Ivory
Z68XLXLYZXJTSMEK5,Contoso Motors,2016,Minivan,2156,156,FWD,6 Cylinder,Automatic,Volcanic Orange,White
XI7222B5XEJE42FEH,Contoso Motors,2011,Minivan,2157,157,FWD,6 Cylinder,Automatic,Chili Red,Black
C2LZBDZPC5I0XE4AG,Contoso Motors,2014,Crossover,2158,419,FWD,4 Cylinder,Automatic,Silver,Black
0683L38QLUMUD45ST,Contoso Motors,2015,Wagon,2159,24,FWD,Hybrid,Automatic,Blazing Gray,Nutmeg
P0M5KPZ6BZHHXHGGX,Contoso Motors,2013,Truck,2160,978,RWD,8 Cylinder,Automatic,Silver,Black
2IJ4PQP2Q6PWJG3DG,Contoso Motors,2004,Crossover,2161,421,FWD,4 Cylinder,Automatic,Silver,Black
VO88MA25Z6QT6P0YR,Contoso Motors,2013,Sedan,2162,91,FWD,Hybrid,Automatic,Midnight Black,Silverstone
XCR42T8W8LP5NX5N6,Contoso Motors,2006,Hatchback,2163,59,FWD,Hybrid,Automatic,Electric Blue,Red
916MCU14UPAI2I6FH,Contoso Motors,2016,Minivan,2164,164,FWD,6 Cylinder,Automatic,Thunder Gray,Gray
PGGCTO2VLSWPW8IIM,Contoso Motors,2011,SUV,2165,431,AWD,6 Cylinder,Automatic,Silver,Black
RWXI8PPEDQDT6XQLA,Contoso Motors,2015,SUV,2166,438,FWD,Hybrid,Automatic,Silver,Black
R8TXVYHDO7FGFAF1V,Contoso Motors,2012,Commercial,2167,262,AWD,8 Cylinder,Automatic,Silver,Black
SMBHX507B05HAKW95,Contoso Motors,2015,Convertible 2DR,2168,168,FWD,4 Cylinder,Automatic,Blue,Old Lace
GRV86FL72HKMP2YU7,Contoso Motors,2013,Coupe,2169,171,FWD,Hybrid,Automatic,Silver,Black
A21EL7LWAFXDS7J4J,Contoso Motors,2014,Hybrid,2170,170,FWD,Hybrid,Semi-automatic,Deep Blue,Brown
FOW5XT4RSWMAVKL2I,Contoso Motors,2007,Truck,2171,115,FWD,8 Cylinder,Automatic,Silver,Black
EE3A5XLT2JB6MLDJ0,Contoso Motors,2004,Hatchback,2172,92,FWD,Hybrid,Automatic,White Silver,Smoke White
PZ8XE1L8L2S8OAJJX,Contoso Motors,2016,Sedan,2173,166,FWD,Hybrid,Automatic,Thunder Gray,Gray
ELMUN9LXM0G885FFH,Contoso Motors,2006,Sedan,2174,235,FWD,Hybrid,Automatic,Electric Blue,Red
A0MHUOS27CZESMXC7,Contoso Motors,2016,Sedan,2175,263,FWD,Hybrid,Automatic,Chili Red,Black
LES1GRXC5IAGJVLST,Contoso Motors,2012,Hatchback,2176,107,AWD,Hybrid,Automatic,Electric Blue,Red
PO17H9K9KO64SMRTN,Contoso Motors,2004,Truck,2177,163,FWD,8 Cylinder,Automatic,Silver,Black
DFMBPCG5Y5GSB65DH,Contoso Motors,2005,Truck,2178,169,FWD,8 Cylinder,Automatic,Silver,Black
LBRUHJBSME1M2T1CB,Contoso Motors,2014,Coupe,2179,353,AWD,Hybrid,Automatic,Electric Blue,Red
PQ2XNLDLUPW6X3AFN,Contoso Motors,2014,Hybrid,2180,180,FWD,Hybrid,Semi-automatic,Blue,Old Lace
LKNJC1MDRJRVG8J1J,Contoso Motors,2014,SUV,2181,441,FWD,4 Cylinder,Automatic,Silver,Black
GDSBMKC9UJR181097,Contoso Motors,2012,Commercial,2182,310,AWD,8 Cylinder,Automatic,Silver,Black
FQPJDXTUQYOCGKSSJ,Contoso Motors,2013,Convertible 2DR,2183,183,FWD,6 Cylinder,Automatic,Midnight Black,Silverstone
1GC0VJXOXP5LYVFZ5,Contoso Motors,2005,Crossover,2184,445,FWD,4 Cylinder,Automatic,Silver,Black
1AY5CKJ1H2N8XB48T,Contoso Motors,2007,SUV,2185,446,FWD,4 Cylinder,Automatic,Silver,Black
STOYPFGIK9T4RO95A,Contoso Motors,2015,Minivan,2186,186,FWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg
BDFE3ZQ4KQXIMABTI,Contoso Motors,2011,SUV,2187,461,FWD,Electric,Automatic,Silver,Black
GLNH74V0WADP6LDVN,Contoso Motors,2013,Minivan,2188,188,FWD,6 Cylinder,Automatic,Thunder Gray,Gray
1PF8UYCKS5PBXBW3F,Contoso Motors,2015,SUV,2189,464,AWD,Hybrid,Automatic,Silver,Black
HBNOSQYQ5IPQ8XY2A,Contoso Motors,2015,Minivan,2190,190,FWD,6 Cylinder,Automatic,Volcanic Orange,White
AIHXG16QC8OPI3P2G,Contoso Motors,2013,Minivan,2191,191,FWD,6 Cylinder,Automatic,Chili Red,Black
ONWQBAWGLLCMZ557H,Contoso Motors,2004,Minivan,2192,192,FWD,6 Cylinder,Automatic,Blue,Old Lace
LYOU1AO664SVDF4XM,Contoso Motors,2005,Minivan,2193,193,FWD,6 Cylinder,Automatic,Silver,Ivory
GMBHTPISGX8T0NG40,Contoso Motors,2007,Minivan,2194,194,FWD,6 Cylinder,Automatic,Deep Blue,Brown
MYQF3XTX0U9K2WGK1,Contoso Motors,2012,Sedan,2195,283,AWD,Hybrid,Automatic,Electric Blue,Red
1AH8QEMZ1RB61DP1U,Contoso Motors,2016,Wagon,2196,116,FWD,Hybrid,Automatic,White Silver,Smoke White
K1R5DE2I2WD5PJUTX,Contoso Motors,2013,Sedan,2197,286,AWD,Hybrid,Automatic,Volcanic Orange,White
RMHP66V75I4REDNGE,Contoso Motors,2007,Sedan,2198,346,FWD,Hybrid,Automatic,Blue,Old Lace
N8XWE4A743108HM48,Contoso Motors,2004,SUV,2199,465,AWD,Hybrid,Automatic,Silver,Black
7WU6EDU0TCR961G00,Contoso Motors,2007,Truck,2200,170,FWD,8 Cylinder,Automatic,Silver,Black
UO38Z9PCMK4JS2VHV,Contoso Motors,2014,Truck,2201,217,AWD,8 Cylinder,Automatic,Silver,Black
4PX9QVH2P40V6ZOO4,Contoso Motors,2005,Wagon,2202,194,AWD,Hybrid,Automatic,Blue,Old Lace
VQX3F6T4EBDL4U4QQ,Contoso Motors,2007,Hatchback,2203,203,FWD,Hybrid,Automatic,Pepper White,Dark Gray
